Disease,Symptoms
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, eye, appetite, loss"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, eye"
Hepatitis D,"dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, eye, appetite, loss"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowish_skin, joint, skin, pain, yellow, urine, appetite, loss"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, dark_urine, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, joint, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, fever, eye, appetite, stomach, loss, sym2"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, history, stomach, swell, sym6"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, history, stomach, swell, sym6"
Alcoholic hepatitis,"abdominal_pain, yellowish_skin, skin, pain, yellow, history, stomach, swell, sym6"
Alcoholic hepatitis,"abdominal_pain, vomiting, pain, history, stomach, swell, sym6"
Alcoholic hepatitis,"vomiting, yellowish_skin, skin, yellow, history, stomach, swell, sym6"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, history, sym6"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, history, stomach, swell, sym6"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, stomach, swell, sym6"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, history, stomach, swell, sym6"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, history, stomach, swell, sym6"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, loss, swell, blood"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Tuberculosis,"blood_in_sputum, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, fatigue, headache, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, throat, irritation, pain, continuous, fever, eye, nose, red, loss, swell, muscle, sym10"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, fatigue, headache, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, throat, irritation, pain, continuous, fever, eye, nose, red, loss, swell, muscle, sym10"
Common Cold,"chest_pain, chills, cough, fatigue, headache, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, throat, irritation, pain, fever, eye, nose, red, loss, swell, muscle, sym10"
Common Cold,"chest_pain, continuous_sneezing, cough, fatigue, headache, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, throat, irritation, pain, continuous, fever, eye, nose, red, loss, swell, muscle, sym10"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, headache, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, throat, irritation, pain, continuous, fever, eye, nose, red, loss, swell, muscle, sym10"
Common Cold,"chest_pain, chills, continuous_sneezing, fatigue, headache, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, throat, irritation, pain, continuous, fever, eye, nose, red, loss, swell, muscle, sym10"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, fatigue, headache, malaise, muscle_pain, phlegm, swelled_lymph_nodes, throat, irritation, pain, continuous, eye, nose, red, loss, swell, muscle, sym10"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, fatigue, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, throat, irritation, pain, continuous, fever, eye, nose, red, loss, swell, muscle, sym10"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, fatigue, headache, high_fever, malaise, muscle_pain, phlegm, throat, irritation, pain, continuous, fever, eye, nose, red, loss, muscle, sym10"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, fatigue, headache, high_fever, muscle_pain, phlegm, swelled_lymph_nodes, throat, irritation, pain, continuous, fever, eye, nose, red, loss, swell, muscle, sym10"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, malaise, rusty_sputum, sweating, sputum, pain, fever"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sweating, sputum, pain, fever"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sweating, sputum, pain, fever"
Pneumonia,"breathlessness, chest_pain, cough, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sweating, sputum, pain, fever"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, high_fever, malaise, phlegm, rusty_sputum, sweating, sputum, pain, fever"
Pneumonia,"breathlessness, chest_pain, chills, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sweating, sputum, pain, fever"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, malaise, phlegm, rusty_sputum, sweating, sputum, pain"
Pneumonia,"chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sweating, sputum, pain, fever"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sputum, pain, fever"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, phlegm, rusty_sputum, sweating, sputum, pain, fever"
Dimorphic hemmorhoids(piles),"constipation, movement, irritation, pain, blood, sym8"
Dimorphic hemmorhoids(piles),"constipation, movement, irritation, pain, blood, sym8"
Dimorphic hemmorhoids(piles),"constipation, movement, irritation, pain, blood, sym8"
Dimorphic hemmorhoids(piles),"movement, irritation, pain, blood, sym8"
Dimorphic hemmorhoids(piles),"constipation, irritation, pain, blood, sym8"
Dimorphic hemmorhoids(piles),"constipation, movement, irritation, pain, blood, sym8"
Dimorphic hemmorhoids(piles),"constipation, movement, irritation, pain, sym8"
Dimorphic hemmorhoids(piles),"constipation, movement, pain, blood, sym8"
Dimorphic hemmorhoids(piles),"constipation, movement, irritation, pain, blood, sym8"
Dimorphic hemmorhoids(piles),"constipation, movement, irritation, pain, blood, sym8"
Heart attack,"breathlessness, chest_pain, sweating, vomiting, pain"
Heart attack,"breathlessness, chest_pain, sweating, vomiting, pain"
Heart attack,"breathlessness, chest_pain, sweating, pain"
Heart attack,"chest_pain, sweating, vomiting, pain"
Heart attack,"breathlessness, chest_pain, vomiting, pain"
Heart attack,"breathlessness, sweating, vomiting"
Heart attack,"breathlessness, chest_pain, sweating, vomiting, pain"
Heart attack,"breathlessness, chest_pain, sweating, pain"
Heart attack,"chest_pain, sweating, vomiting, pain"
Heart attack,"breathlessness, chest_pain, vomiting, pain"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Varicose veins,"obesity, swollen, blood, sym4"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Varicose veins,"fatigue, swollen, blood, sym4"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Varicose veins,"fatigue, obesity, swollen, sym4"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Varicose veins,"fatigue, obesity, swollen, sym4"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hypothyroidism,"depression, dizziness, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hypothyroidism,"depression, dizziness, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, eye, swollen, nail, sym1, sym11"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hypothyroidism,"depression, dizziness, fatigue, irritability, eye, swollen, weight, nail, sym1, sym11"
Hypothyroidism,"depression, fatigue, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, swollen, weight, nail, sym1, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weakness, muscle, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, weight_loss, weakness, weight, loss, muscle, sym11"
Hyperthyroidism,"excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hyperthyroidism,"diarrhoea, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, sym5"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, headache, irritability, nausea, sweating, vomiting, sym5"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, vomiting, sym5"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, irritability, nausea, sweating, vomiting, sym5"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, sweating, vomiting, sym5"
Hypoglycemia,"excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Osteoarthristis,"joint_pain, neck_pain, joint, pain, swell, neck, sym9, sym16"
Osteoarthristis,"joint_pain, neck_pain, joint, pain, swell, neck, sym9, sym16"
